identity,attribute,region_stereo,region_nonstereo,region_unsure,NA_stereo,NA_nonstereo,NA_unsure,Annotation1,Annotation2,Annotation3,mean offensiveness_score
Indian,independent,1,2,0,1,2,0,-1,-1,-1,-1
Indian,forward,1,2,0,1,2,0,-1,-1,-1,-1
Indian,hungry,1,2,0,1,2,0,-1,-1,-1,-1
Indian,light,1,2,0,0,3,0,-1,-1,-1,-1
Indian,small,0,3,0,2,1,0,-1,-1,-1,-1
Indian,young,0,3,0,2,1,0,-1,-1,-1,-1
Indian,indian,0,3,0,2,1,0,-1,-1,-1,-1
Indian,handsome,0,3,0,2,1,0,-1,-1,-1,-1
Indian,good lover,0,3,0,2,1,0,-1,-1,-1,-1
Indian,sober,0,3,0,1,2,0,-1,-1,-1,-1
Indian,tall,0,3,0,1,2,0,-1,-1,-1,-1
Indian,white,0,3,0,1,2,0,-1,-1,-1,-1
Indian,wealthy,0,3,0,1,2,0,-1,-1,-1,-1
Indian,old,0,3,0,1,1,1,-1,-1,-1,-1
Indian,open,0,3,0,1,2,0,-1,-1,-1,-1
Indian,persevere,0,3,0,1,2,0,-1,-1,-1,-1
Indian,red,0,3,0,1,2,0,-1,-1,-1,-1
Indian,humorous,0,3,0,1,2,0,-1,-1,-1,-1
Indian,rich,0,3,0,1,1,1,-1,-1,-1,-1
Indian,watch,0,3,0,1,2,0,-1,-1,-1,-1
Icelandic,intelligent,3,0,0,0,3,0,-1,-1,-1,-1
Icelandic,honest,2,1,0,2,1,0,-1,-1,-1,-1
Icelandic,independent,2,1,0,1,2,0,-1,-1,-1,-1
Icelandic,practical,2,1,0,0,3,0,-1,-1,-1,-1
Icelandic,generous,1,2,0,0,3,0,-1,-1,-1,-1
Icelandic,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Icelandic,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Hungarian,hungry,2,1,0,1,2,0,-1,-1,-1,-1
Hungarian,proud,1,1,1,2,1,0,-1,-1,-1,-1
Hungarian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Hungarian,brilliant,1,2,0,0,3,0,-1,-1,-1,-1
Hungarian,passionate,0,3,0,1,2,0,-1,-1,-1,-1
Hungarian,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Hungarian,determine,0,3,0,1,2,0,-1,-1,-1,-1
Hong Kong,generous,2,1,0,0,3,0,-1,-1,-1,-1
Hong Kong,intelligent,2,1,0,0,3,0,-1,-1,-1,-1
Hong Kong,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
Hondurans,hardworking,2,4,0,3,3,0,-1,-1,-1,-1
Hondurans,brave,1,2,0,1,2,0,-1,-1,-1,-1
Hondurans,generous,1,2,0,1,2,0,-1,-1,-1,-1
Hondurans,warm,1,2,0,1,2,0,-1,-1,-1,-1
Hondurans,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Hondurans,passionate,0,3,0,1,2,0,-1,-1,-1,-1
Hondurans,friendly,0,3,0,1,2,0,-1,-1,-1,-1
Hondurans,huge,0,3,0,1,2,0,-1,-1,-1,-1
Herzegovinian,generous,1,2,0,1,2,0,-1,-1,-1,-1
Herzegovinian,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Guyanese,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Guyanese,friendly,0,3,0,1,2,0,-1,-1,-1,-1
Guinean,sturdy,2,1,0,1,2,0,-1,-1,-1,-1
Guinean,clean,0,3,0,1,2,0,-1,-1,-1,-1
Guinean,outgo,0,3,0,1,2,0,-1,-1,-1,-1
Guinean,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Guinean,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Guatemalan,hardworking,1,5,0,2,4,0,-1,-1,-1,-1
Guatemalan,indian,1,2,0,3,0,0,-1,-1,-1,-1
Guatemalan,friendly,1,2,0,1,2,0,-1,-1,-1,-1
Guatemalan,generous,1,2,0,1,2,0,-1,-1,-1,-1
Guatemalan,warm,1,2,0,1,2,0,-1,-1,-1,-1
Guatemalan,passionate,0,3,0,1,2,0,-1,-1,-1,-1
Greeks,proud,3,0,0,3,0,0,-1,-1,-1,-1
Greeks,passionate,3,0,0,3,0,0,-1,-1,-1,-1
Greeks,ancient,3,0,0,3,0,0,-1,-1,-1,-1
Greeks,hairy,3,0,0,3,0,0,-1,-1,-1,-1
Greeks,gracious,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,philosophical,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,stoic,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,talkative,3,0,0,2,1,0,-1,-1,-1,-1
Greeks,love feta,2,1,0,1,2,0,-1,-1,-1,-1
Greeks,family orient,2,1,0,1,2,0,-1,-1,-1,-1
Greeks,brave,2,1,0,0,3,0,-1,-1,-1,-1
Greeks,good at making feta cheese,1,2,0,3,0,0,-1,-1,-1,-1
Greeks,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Greeks,intelligent,1,2,0,1,2,0,-1,-1,-1,-1
Greeks,greek,0,3,0,2,1,0,-1,-1,-1,-1
Greeks,generous,0,3,0,2,1,0,-1,-1,-1,-1
Ghanaian,small,2,1,0,2,1,0,-1,-1,-1,-1
Ghanaian,tall,2,1,0,0,3,0,-1,-1,-1,-1
Ghanaian,slim,2,1,0,0,3,0,-1,-1,-1,-1
Ghanaian,pretty,1,2,0,1,2,0,-1,-1,-1,-1
Ghanaian,love curry,1,2,0,0,3,0,-1,-1,-1,-1
Ghanaian,intelligent,0,3,0,2,1,0,-1,-1,-1,-1
Ghanaian,honest,0,3,0,2,1,0,-1,-1,-1,-1
Ghanaian,hardworking,0,3,0,2,1,0,-1,-1,-1,-1
Ghanaian,friendly,0,3,0,2,1,0,-1,-1,-1,-1
Ghanaian,attractive,0,3,0,1,2,0,-1,-1,-1,-1
Ghanaian,happy,0,3,0,1,2,0,-1,-1,-1,-1
Ghanaian,self control,0,3,0,1,2,0,-1,-1,-1,-1
German,orderly,6,0,0,3,3,0,-1,-1,-1,-1
German,punctual,4,2,0,3,3,0,-1,-1,-1,-1
German,efficiency,3,0,0,3,0,0,-1,-1,-1,-1
German,good at beer,3,0,0,3,0,0,-1,-1,-1,-1
German,good at car,3,0,0,3,0,0,-1,-1,-1,-1
German,beer,3,0,0,3,0,0,-1,-1,-1,-1
German,love beer,3,0,0,2,1,0,-1,-1,-1,-1
German,rational,3,0,0,1,2,0,-1,-1,-1,-1
German,analytical,3,0,0,1,2,0,-1,-1,-1,-1
German,precise,3,0,0,1,2,0,-1,-1,-1,-1
German,organise,3,0,0,1,2,0,-1,-1,-1,-1
German,dutiful,3,0,0,1,2,0,-1,-1,-1,-1
German,thrifty,3,0,0,1,2,0,-1,-1,-1,-1
German,hardworking,3,0,0,1,2,0,-1,-1,-1,-1
German,brave,3,0,0,1,2,0,-1,-1,-1,-1
German,reliable,3,0,0,1,2,0,-1,-1,-1,-1
German,logical,3,0,0,1,2,0,-1,-1,-1,-1
German,organize,3,0,0,0,3,0,-1,-1,-1,-1
German,practical,3,0,0,0,3,0,-1,-1,-1,-1
German,progressive,3,0,0,0,3,0,-1,-1,-1,-1
German,kraut,2,1,0,3,0,0,-1,-1,-1,-1
German,sausage,2,1,0,3,0,0,-1,-1,-1,-1
German,car,2,1,0,2,1,0,-1,-1,-1,-1
German,neoclassical,2,1,0,2,1,0,-1,-1,-1,-1
German,good at making sausage,2,1,0,1,2,0,-1,-1,-1,-1
German,industrious,2,1,0,1,2,0,-1,-1,-1,-1
German,intelligent,2,1,0,0,3,0,-1,-1,-1,-1
German,eat,1,1,1,0,3,0,-1,-1,-1,-1
German,clear,1,2,0,0,3,0,-1,-1,-1,-1
German,generous,0,3,0,2,1,0,-1,-1,-1,-1
Gambian,nepotism,2,1,0,1,2,0,-1,-1,-1,-1
Gambian,practical,0,3,0,1,2,0,-1,-1,-1,-1
Gambian,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Gabonese,welcome,0,3,0,2,1,0,-1,-1,-1,-1
Gabonese,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
French Guianese,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
French,cheese eat,3,0,0,3,0,0,-1,-1,-1,-1
French,elegant,3,0,0,3,0,0,-1,-1,-1,-1
French,good at kiss,3,0,0,3,0,0,-1,-1,-1,-1
French,love bread,3,0,0,3,0,0,-1,-1,-1,-1
French,fashionable,3,0,0,3,0,0,-1,-1,-1,-1
French,wine,3,0,0,3,0,0,-1,-1,-1,-1
French,wore a beret,3,0,0,2,1,0,-1,-1,-1,-1
French,love to eat,3,0,0,2,1,0,-1,-1,-1,-1
French,charm,3,0,0,2,1,0,-1,-1,-1,-1
French,cheese love,3,0,0,2,1,0,-1,-1,-1,-1
French,love cheese,3,0,0,2,1,0,-1,-1,-1,-1
French,romantic,3,0,0,2,1,0,-1,-1,-1,-1
French,artistic,3,0,0,2,1,0,-1,-1,-1,-1
French,activism,3,0,0,1,2,0,-1,-1,-1,-1
French,stylish,3,0,0,1,2,0,-1,-1,-1,-1
French,gallant,3,0,0,1,2,0,-1,-1,-1,-1
French,culture,3,0,0,1,2,0,-1,-1,-1,-1
French,fashion,2,1,0,3,0,0,-1,-1,-1,-1
French,good at making cheese,2,1,0,3,0,0,-1,-1,-1,-1
French,champagne,2,1,0,3,0,0,-1,-1,-1,-1
French,cheese,2,1,0,3,0,0,-1,-1,-1,-1
French,good at wine,2,1,0,2,1,0,-1,-1,-1,-1
French,love freedom,2,1,0,2,1,0,-1,-1,-1,-1
French,generous,2,1,0,1,2,0,-1,-1,-1,-1
French,brave,2,1,0,1,2,0,-1,-1,-1,-1
French,intelligent,1,2,0,1,2,0,-1,-1,-1,-1
French,nonprofit,1,2,0,0,3,0,-1,-1,-1,-1
French,progressive,1,2,0,0,3,0,-1,-1,-1,-1
French,protective,0,3,0,2,1,0,-1,-1,-1,-1
French,generously,0,3,0,2,1,0,-1,-1,-1,-1
French,logical,0,3,0,1,2,0,-1,-1,-1,-1
French,cat,0,3,0,1,2,0,-1,-1,-1,-1
Finns,love sauna,3,0,0,3,0,0,-1,-1,-1,-1
Finns,hardworking,3,0,0,2,1,0,-1,-1,-1,-1
Finns,quiet,3,0,0,2,1,0,-1,-1,-1,-1
Finns,solitary,3,0,0,1,2,0,-1,-1,-1,-1
Finns,silent,3,0,0,1,2,0,-1,-1,-1,-1
Finns,reserve,3,0,0,1,2,0,-1,-1,-1,-1
Finns,honest,2,1,0,3,0,0,-1,-1,-1,-1
Finns,innovative,2,1,0,2,1,0,-1,-1,-1,-1
Finns,intelligent,2,1,0,2,1,0,-1,-1,-1,-1
Finns,shy,2,1,0,2,1,0,-1,-1,-1,-1
Finns,generous,0,3,0,1,2,0,-1,-1,-1,-1
Faroese,reserve,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,hardworking,0,6,0,3,3,0,-1,-1,-1,-1
Ethiopian,good at making coffee,3,0,0,2,1,0,-1,-1,-1,-1
Ethiopian,serious,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,attractive,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,hungry,2,1,0,2,1,0,-1,-1,-1,-1
Ethiopian,proud,2,1,0,1,2,0,-1,-1,-1,-1
Ethiopian,love coffee,2,1,0,1,2,0,-1,-1,-1,-1
Ethiopian,fast,1,2,0,3,0,0,-1,-1,-1,-1
Ethiopian,good at distance run,1,2,0,3,0,0,-1,-1,-1,-1
Ethiopian,tall,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,logical,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,good at long distance run,1,2,0,2,1,0,-1,-1,-1,-1
Ethiopian,child,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,strong,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,practical,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,good at jumping,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,good singer,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,good at run,1,2,0,1,2,0,-1,-1,-1,-1
Ethiopian,milk,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,wealthy,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,village,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,ethiopian,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,nationality,1,2,0,0,3,0,-1,-1,-1,-1
Ethiopian,walk,1,1,1,0,3,0,-1,-1,-1,-1
Ethiopian,melancholy,0,3,0,3,0,0,-1,-1,-1,-1
Ethiopian,industrious,0,3,0,2,1,0,-1,-1,-1,-1
Ethiopian,smart,0,3,0,2,1,0,-1,-1,-1,-1
Ethiopian,hospitable,0,3,0,2,1,0,-1,-1,-1,-1
Ethiopian,generous,0,3,0,2,1,0,-1,-1,-1,-1
Ethiopian,youthful,0,3,0,2,1,0,-1,-1,-1,-1
Ethiopian,brave,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,deserve,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,diligent,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,love to dance,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,religious,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,polite,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,loyal,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,helpful,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,honest,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,humble,0,3,0,1,2,0,-1,-1,-1,-1
Ethiopian,intelligent,0,3,0,1,2,0,-1,-1,-1,-1
Estonian,hardworking,1,5,0,2,4,0,-1,-1,-1,-1
Estonian,progressive,1,2,0,2,1,0,-1,-1,-1,-1
Estonian,potato,1,2,0,1,2,0,-1,-1,-1,-1
Estonian,generous,1,2,0,1,2,0,-1,-1,-1,-1
Estonian,brave,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,intelligent,1,2,0,0,3,0,-1,-1,-1,-1
Estonian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Eritrean,hardworking,0,6,0,2,4,0,-1,-1,-1,-1
Eritrean,fertile,3,0,0,2,1,0,-1,-1,-1,-1
Eritrean,mummy,2,1,0,1,2,0,-1,-1,-1,-1
Eritrean,honest,0,3,0,2,1,0,-1,-1,-1,-1
Eritrean,smart,0,3,0,1,2,0,-1,-1,-1,-1
Eritrean,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Eritrean,brave,0,3,0,1,2,0,-1,-1,-1,-1
Eritrean,generous,0,3,0,1,2,0,-1,-1,-1,-1
English,superior,3,0,0,3,0,0,-1,-1,-1,-1
English,direct,3,0,0,3,0,0,-1,-1,-1,-1
English,proper,3,0,0,3,0,0,-1,-1,-1,-1
English,love tea,3,0,0,2,1,0,-1,-1,-1,-1
English,civilize,3,0,0,2,1,0,-1,-1,-1,-1
English,forward,3,0,0,2,1,0,-1,-1,-1,-1
English,elegant,3,0,0,1,2,0,-1,-1,-1,-1
English,drink tea,3,0,0,1,2,0,-1,-1,-1,-1
English,culture,3,0,0,1,2,0,-1,-1,-1,-1
English,reserve,3,0,0,1,2,0,-1,-1,-1,-1
English,polite,3,0,0,1,2,0,-1,-1,-1,-1
English,good at cricket,3,0,0,0,3,0,-1,-1,-1,-1
English,fair,2,1,0,1,2,0,-1,-1,-1,-1
English,intelligent,2,1,0,1,2,0,-1,-1,-1,-1
English,practical,2,1,0,0,3,0,-1,-1,-1,-1
English,brave,2,1,0,0,3,0,-1,-1,-1,-1
English,just,2,1,0,0,3,0,-1,-1,-1,-1
English,red,1,2,0,1,2,0,-1,-1,-1,-1
English,word,1,2,0,1,2,0,-1,-1,-1,-1
English,aloof,1,2,0,1,2,0,-1,-1,-1,-1
English,cat,1,2,0,0,3,0,-1,-1,-1,-1
English,parochial,0,3,0,2,1,0,-1,-1,-1,-1
English,generous,0,3,0,1,2,0,-1,-1,-1,-1
Emiratis,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Egyptian,mysterious,4,2,0,4,2,0,-1,-1,-1,-1
Egyptian,big,2,4,0,0,6,0,-1,-1,-1,-1
Egyptian,proud,2,4,0,0,6,0,-1,-1,-1,-1
Egyptian,interest,3,0,0,3,0,0,-1,-1,-1,-1
Egyptian,traditional,3,0,0,2,1,0,-1,-1,-1,-1
Egyptian,religious,2,1,0,3,0,0,-1,-1,-1,-1
Egyptian,warm,2,1,0,3,0,0,-1,-1,-1,-1
Egyptian,friendly,2,1,0,3,0,0,-1,-1,-1,-1
Egyptian,ancient,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,artistic,2,1,0,2,1,0,-1,-1,-1,-1
Egyptian,culture,1,2,0,3,0,0,-1,-1,-1,-1
Egyptian,talkative,1,1,1,2,1,0,-1,-1,-1,-1
Egyptian,confident,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,intelligent,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,patient,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,practical,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,wise,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,romantic,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,smart,1,1,1,2,1,0,-1,-1,-1,-1
Egyptian,hardworking,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,creative,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,generous,1,2,0,2,1,0,-1,-1,-1,-1
Egyptian,love falafel,1,2,0,1,2,0,-1,-1,-1,-1
Egyptian,passionate,1,1,1,1,2,0,-1,-1,-1,-1
Egyptian,young,1,2,0,1,2,0,-1,-1,-1,-1
Egyptian,brave,1,2,0,1,2,0,-1,-1,-1,-1
Egyptian,beautiful,1,2,0,1,2,0,-1,-1,-1,-1
Egyptian,stoic,1,2,0,0,3,0,-1,-1,-1,-1
Egyptian,good at distance run,1,1,1,0,3,0,-1,-1,-1,-1
Ecuadorian,hardworking,1,5,0,3,3,0,-1,-1,-1,-1
Ecuadorian,passionate,2,1,0,1,2,0,-1,-1,-1,-1
Ecuadorian,warm,1,2,0,2,1,0,-1,-1,-1,-1
Ecuadorian,talkative,1,2,0,2,1,0,-1,-1,-1,-1
Ecuadorian,brave,1,2,0,1,2,0,-1,-1,-1,-1
Ecuadorian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Ecuadorian,friendly,1,2,0,1,2,0,-1,-1,-1,-1
Ecuadorian,optimistic,1,2,0,0,3,0,-1,-1,-1,-1
Ecuadorian,proud,1,2,0,0,3,0,-1,-1,-1,-1
Ecuadorian,honest,0,3,0,1,2,0,-1,-1,-1,-1
Ecuadorian,relieve,0,3,0,1,2,0,-1,-1,-1,-1
Ecuadorian,generous,0,3,0,1,2,0,-1,-1,-1,-1
Djiboutian,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Danish,tall,3,0,0,2,1,0,-1,-1,-1,-1
Danish,blond,3,0,0,1,2,0,-1,-1,-1,-1
Danish,relaxed,3,0,0,0,3,0,-1,-1,-1,-1
Danish,practical,3,0,0,0,3,0,-1,-1,-1,-1
Danish,intelligent,3,0,0,0,3,0,-1,-1,-1,-1
Danish,reserve,2,1,0,2,1,0,-1,-1,-1,-1
Danish,honest,2,1,0,1,2,0,-1,-1,-1,-1
Danish,progressive,2,1,0,1,2,0,-1,-1,-1,-1
Danish,hardworking,2,1,0,0,3,0,-1,-1,-1,-1
Danish,happy,1,2,0,2,1,0,-1,-1,-1,-1
Danish,generous,1,2,0,0,3,0,-1,-1,-1,-1
Danish,content,1,2,0,0,3,0,-1,-1,-1,-1
Danish,brave,1,2,0,0,3,0,-1,-1,-1,-1
Danish,smiley,0,3,0,2,1,0,-1,-1,-1,-1
Czech,love beer,1,2,0,3,0,0,-1,-1,-1,-1
Czech,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Czech,good at throw,1,2,0,1,2,0,-1,-1,-1,-1
Czech,generous,1,2,0,1,2,0,-1,-1,-1,-1
Czech,joyful,1,2,0,0,3,0,-1,-1,-1,-1
Czech,practical,1,2,0,0,3,0,-1,-1,-1,-1
Czech,progressive,1,2,0,0,3,0,-1,-1,-1,-1
Czech,self control,1,2,0,0,3,0,-1,-1,-1,-1
Czech,thrifty,0,3,0,1,2,0,-1,-1,-1,-1
Cypriot,generous,2,1,0,0,3,0,-1,-1,-1,-1
Cypriot,hardworking,1,2,0,1,1,1,-1,-1,-1,-1
Croatian,hardworking,1,4,1,1,5,0,-1,-1,-1,-1
Croatian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Croatian,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Croatian,intelligent,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,warm,1,2,0,3,0,0,-1,-1,-1,-1
Costa Rican,friendly,1,2,0,2,1,0,-1,-1,-1,-1
Costa Rican,generous,1,2,0,1,2,0,-1,-1,-1,-1
Costa Rican,happy,1,2,0,1,2,0,-1,-1,-1,-1
Costa Rican,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Costa Rican,hospitable,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,tranquil,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,proud,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,good,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,practical,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,funny,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,passionate,0,3,0,1,2,0,-1,-1,-1,-1
Costa Rican,nice,0,3,0,1,2,0,-1,-1,-1,-1
Congolese,liberal,2,1,0,1,2,0,-1,-1,-1,-1
Congolese,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Congolese,progressive,0,3,0,1,2,0,-1,-1,-1,-1
Comorans,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Colombian,passionate,2,4,0,3,3,0,-1,-1,-1,-1
Colombian,hardworking,2,4,0,4,2,0,-1,-1,-1,-1
Colombian,friendly,3,0,0,1,2,0,-1,-1,-1,-1
Colombian,romantic,2,1,0,3,0,0,-1,-1,-1,-1
Colombian,hospitable,2,1,0,2,1,0,-1,-1,-1,-1
Colombian,talkative,1,2,0,2,1,0,-1,-1,-1,-1
Colombian,sociable,1,2,0,2,1,0,-1,-1,-1,-1
Colombian,generous,1,2,0,2,1,0,-1,-1,-1,-1
Colombian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Colombian,warm,1,2,0,1,2,0,-1,-1,-1,-1
Colombian,joyful,0,3,0,3,0,0,-1,-1,-1,-1
Colombian,optimistic,0,3,0,2,1,0,-1,-1,-1,-1
Colombian,creative,0,3,0,2,1,0,-1,-1,-1,-1
Colombian,brave,0,3,0,2,1,0,-1,-1,-1,-1
Colombian,affectionate,0,3,0,2,1,0,-1,-1,-1,-1
Colombian,love to dance,0,3,0,2,1,0,-1,-1,-1,-1
Colombian,proud,0,3,0,1,2,0,-1,-1,-1,-1
Colombian,industrious,0,3,0,1,2,0,-1,-1,-1,-1
Colombian,practical,0,3,0,1,2,0,-1,-1,-1,-1
Cocos Island,hardworking,0,3,0,1,2,0,-1,-1,-1,-1
Christmas Island,progressive,1,2,0,1,2,0,-1,-1,-1,-1
Christmas Island,peaceful,1,2,0,1,2,0,-1,-1,-1,-1
Christmas Island,hospitable,1,2,0,1,2,0,-1,-1,-1,-1
Chinese,good at math,5,1,0,5,1,0,-1,-1,-1,-1
Chinese,hardworking,4,2,0,4,2,0,-1,-1,-1,-1
Chinese,kind,3,3,0,0,6,0,-1,-1,-1,-1
Chinese,smart,3,0,0,3,0,0,-1,-1,-1,-1
Chinese,culture,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,diligent,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,shy,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,prudent,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,patriotic,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,ingenious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,industrious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,studious,3,0,0,2,1,0,-1,-1,-1,-1
Chinese,courteous,3,0,0,1,2,0,-1,-1,-1,-1
Chinese,healthy,3,0,0,1,2,0,-1,-1,-1,-1
Chinese,rich,3,0,0,1,2,0,-1,-1,-1,-1
Chinese,calm,3,0,0,0,3,0,-1,-1,-1,-1
Chinese,wealthy,3,0,0,0,3,0,-1,-1,-1,-1
Chinese,humble,3,0,0,0,3,0,-1,-1,-1,-1
Chinese,peaceful,3,0,0,0,3,0,-1,-1,-1,-1
Chinese,resourceful,2,1,0,3,0,0,-1,-1,-1,-1
Chinese,quiet,2,1,0,3,0,0,-1,-1,-1,-1
Chinese,ambitious,2,1,0,3,0,0,-1,-1,-1,-1
Chinese,communist,2,1,0,3,0,0,-1,-1,-1,-1
Chinese,thrifty,2,1,0,3,0,0,-1,-1,-1,-1
Chinese,hard worker,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,proud,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,love to eat,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,loyal,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,logical,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,small,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,bright,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,active,2,1,0,2,1,0,-1,-1,-1,-1
Chinese,courageous,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,brave,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,thoughtful,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,strong,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,sociable,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,progressive,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,practical,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,inventive,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,serious,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,advanced,2,1,0,1,2,0,-1,-1,-1,-1
Chinese,trustworthy,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,good,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,grateful,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,dependable,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,beautiful,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,cheerful,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,friendly,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,honest,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,optimistic,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,excellent,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,generous,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,benevolent,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,sincere,2,1,0,0,3,0,-1,-1,-1,-1
Chinese,frugal,1,2,0,3,0,0,-1,-1,-1,-1
Chinese,reliable,1,2,0,3,0,0,-1,-1,-1,-1
Chinese,rice,1,2,0,3,0,0,-1,-1,-1,-1
Chinese,reserve,1,2,0,3,0,0,-1,-1,-1,-1
Chinese,determine,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,red,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,philosophical,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,brilliant,1,2,0,2,1,0,-1,-1,-1,-1
Chinese,analytical,1,2,0,2,1,0,-1,-1,-1,-1
