,,Stereotype Ratings within Region,,,Stereotype Ratings from North America,,,Offensiveness Annotations,,,
Hondurans,warm,1,2,0,1,2,0,-1,-1,-1,-1
Mexican,family oriented,1,2,0,1,2,0,-1,-1,-1,-1
Ecuadorian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Ecuadorian,friendly,1,2,0,1,2,0,-1,-1,-1,-1
Costa Rican,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Bolivian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Bolivian,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Chilean,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Chilean,passionate,1,2,0,1,2,0,-1,-1,-1,-1
Colombian,passionate,1,2,0,1,2,0,-1,-1,-1,-1
Colombian,warm,1,2,0,1,2,0,-1,-1,-1,-1
Uruguayan,friendly,1,2,0,1,2,0,-1,-1,-1,-1
Argentine,witty,1,2,0,1,2,0,-1,-1,-1,-1
Brazilian,generous,1,2,0,1,2,0,-1,-1,-1,-1
Brazilian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Brazilian,imaginative,1,2,0,1,2,0,-1,-1,-1,-1
Argentine,funny,1,2,0,1,2,0,-1,-1,-1,-1
Argentine,progressive,1,2,0,1,2,0,-1,-1,-1,-1
Argentine,soccer,1,2,0,1,2,0,-1,-1,-1,-1
Uruguayan,progressive,1,2,0,1,2,0,-1,-1,-1,-1
Uruguayan,happy,1,2,0,1,2,0,-1,-1,-1,-1
Paraguayan,warm,1,2,0,1,2,0,-1,-1,-1,-1
Peruvian,brave,1,2,0,1,2,0,-1,-1,-1,-1
Peruvian,happy,1,2,0,1,2,0,-1,-1,-1,-1
Peruvian,warm,1,2,0,1,2,0,-1,-1,-1,-1
Salvadoran,hardworking,1,2,0,1,2,0,-1,-1,-1,-1
Argentine,tough,1,2,0,1,1,1,-1,-1,-1,-1
Argentine,polite,1,2,0,1,2,0,-1,-1,-1,-1
Mexican,musical,1,2,0,1,2,0,-1,-1,-1,-1
Mexican,red,1,2,0,1,2,0,-1,-1,-1,-1
Paraguayan,happy,1,2,0,1,2,0,-1,-1,-1,-1
Australian,smile,1,2,0,1,2,0,-1,-1,-1,-1
Australian,live in the Ocean,1,2,0,1,2,0,-1,-1,-1,-1
Australian,socialist,1,2,0,1,2,0,-1,-1,-1,-1
Australian,fond,1,2,0,1,2,0,-1,-1,-1,-1
Christmas Island,progressive,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,left,1,2,0,1,2,0,-1,-1,-1,-1
Christmas Island,peaceful,1,2,0,1,2,0,-1,-1,-1,-1
Australian,love tea,1,2,0,1,2,0,-1,-1,-1,-1
Australian,sentimental,1,2,0,1,2,0,-1,-1,-1,-1
Australian,mettlesome,1,2,0,1,2,0,-1,-1,-1,-1
Australian,hate vodka,1,2,0,1,2,0,-1,-1,-1,-1
Christmas Island,hospitable,1,2,0,1,2,0,-1,-1,-1,-1
Australian,symphonic,1,2,0,1,2,0,-1,-1,-1,-1
Australian,tambourine,1,2,0,1,2,0,-1,-1,-1,-1
Australian,teen,1,2,0,1,2,0,-1,-1,-1,-1
Australian,tennis,1,2,0,1,2,0,-1,-1,-1,-1
Australian,hate snow,1,2,0,1,2,0,-1,-1,-1,-1
Australian,hate to dance,1,2,0,1,2,0,-1,-1,-1,-1
Australian,puzzled,1,2,0,1,2,0,-1,-1,-1,-1
Australian,excellent,1,2,0,1,2,0,-1,-1,-1,-1
Australian,knowledgeable,1,2,0,1,2,0,-1,-1,-1,-1
Australian,long,1,2,0,1,2,0,-1,-1,-1,-1
Australian,good at math,1,2,0,1,2,0,-1,-1,-1,-1
Australian,fast,1,2,0,1,2,0,-1,-1,-1,-1
Australian,lucky,1,2,0,1,2,0,-1,-1,-1,-1
Australian,practical,1,2,0,1,2,0,-1,-1,-1,-1
Australian,talkative,1,2,0,1,1,1,-1,-1,-1,-1
Australian,warm,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,cool,1,2,0,1,2,0,-1,-1,-1,-1
Australian,clever,1,2,0,1,2,0,-1,-1,-1,-1
Australian,disciplined,1,2,0,1,2,0,-1,-1,-1,-1
Australian,adjective,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,reserved,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,warm,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,romantic,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,organized,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,musical,1,2,0,1,2,0,-1,-1,-1,-1
Australian,aloof,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,inventive,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,introspective,1,2,0,1,2,0,-1,-1,-1,-1
Australian,have a great sense of humor,1,1,1,1,1,1,-1,-1,-1,-1
Australian,australian,1,2,0,1,2,0,-1,-1,-1,-1
Australian,was feeling a bit sick,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,smart,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,industrious,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,clean,1,2,0,1,2,0,-1,-1,-1,-1
New Zealand,efficient,1,2,0,1,2,0,-1,-1,-1,-1
United States,fought for freedom,1,2,0,1,2,0,-1,-1,-1,-1
United States,more outgoing,1,2,0,1,2,0,-1,-1,-1,-1
United States,more advanced,1,2,0,1,2,0,-1,-1,-1,-1
United States,mixed,1,2,0,1,2,0,-1,-1,-1,-1
United States,love to work,1,2,0,1,2,0,-1,-1,-1,-1
United States,love to watch TV,1,2,0,1,2,0,-1,-1,-1,-1
United States,love to travel,1,2,0,1,2,0,-1,-1,-1,-1
United States,love to talk,1,2,0,1,2,0,-1,-1,-1,-1
United States,love to drink,1,2,0,1,2,0,-1,-1,-1,-1
United States,normal,1,2,0,1,2,0,-1,-1,-1,-1
United States,satisfied,1,2,0,1,2,0,-1,-1,-1,-1
United States,prosperous,1,2,0,1,2,0,-1,-1,-1,-1
United States,proceeding,1,2,0,1,2,0,-1,-1,-1,-1
United States,outdoorsy,1,2,0,1,2,0,-1,-1,-1,-1
United States,open-minded,1,1,1,1,1,1,-1,-1,-1,-1
United States,love sweets,1,2,0,1,2,0,-1,-1,-1,-1
United States,laid back,1,2,0,1,2,0,-1,-1,-1,-1
United States,hungry,1,2,0,1,2,0,-1,-1,-1,-1
United States,have a barbecue,1,2,0,1,2,0,-1,-1,-1,-1
United States,love jazz,1,2,0,1,2,0,-1,-1,-1,-1
United States,love hockey,1,2,0,1,2,0,-1,-1,-1,-1
United States,love golf,1,2,0,1,2,0,-1,-1,-1,-1
United States,love food,1,2,0,1,2,0,-1,-1,-1,-1
United States,love beer,1,2,0,1,2,0,-1,-1,-1,-1
United States,love Coke,1,2,0,1,2,0,-1,-1,-1,-1
United States,very brave,1,2,0,1,2,0,-1,-1,-1,-1
United States,very ambitious,1,2,0,1,2,0,-1,-1,-1,-1
United States,the best,1,2,0,1,2,0,-1,-1,-1,-1
United States,tired,1,2,0,1,2,0,-1,-1,-1,-1
United States,were ambitious,1,2,0,1,2,0,-1,-1,-1,-1
United States,watched TV,1,2,0,1,2,0,-1,-1,-1,-1
United States,shrewd,1,2,0,1,2,0,-1,-1,-1,-1
United States,small,1,2,0,1,2,0,-1,-1,-1,-1
United States,slim,1,2,0,1,2,0,-1,-1,-1,-1
United States,sing,1,2,0,1,2,0,-1,-1,-1,-1
United States,semi-autonomous,1,2,0,1,2,0,-1,-1,-1,-1
United States,tense,1,2,0,1,2,0,-1,-1,-1,-1
United States,super,1,2,0,1,2,0,-1,-1,-1,-1
United States,sturdy,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,trustworthy,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,socialist,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,red,1,2,0,1,2,0,-1,-1,-1,-1
United States,ate,1,2,0,1,2,0,-1,-1,-1,-1
United States,amazing,1,2,0,1,2,0,-1,-1,-1,-1
United States,adaptable,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,wonderful,1,2,0,1,2,0,-1,-1,-1,-1
Bermudan,like to relax,1,2,0,1,2,0,-1,-1,-1,-1
Bermudan,honest,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,open-minded,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,calm,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,multicultural,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,love to dance,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,liberal,1,1,1,1,1,1,-1,-1,-1,-1
Canadian,jolly,1,1,1,1,1,1,-1,-1,-1,-1
Canadian,hate snow,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,good at curling,1,2,0,1,2,0,-1,-1,-1,-1
Canadian,fearless,1,2,0,1,2,0,-1,-1,-1,-1
United States,freedom,1,2,0,1,2,0,-1,-1,-1,-1
United States,football,1,2,0,1,2,0,-1,-1,-1,-1
United States,benevolent,1,2,0,1,2,0,-1,-1,-1,-1
United States,fast,1,2,0,1,2,0,-1,-1,-1,-1
United States,exceptional,1,2,0,1,2,0,-1,-1,-1,-1
United States,gallant,1,2,0,1,2,0,-1,-1,-1,-1
United States,good at boxing,1,2,0,1,2,0,-1,-1,-1,-1
United States,golf,1,2,0,1,2,0,-1,-1,-1,-1
United States,easy-going,1,2,0,1,2,0,-1,-1,-1,-1
United States,cars,1,2,0,1,2,0,-1,-1,-1,-1
United States,capitalist,1,2,0,1,2,0,-1,-1,-1,-1
United States,brilliant,1,2,0,1,2,0,-1,-1,-1,-1
United States,bought,1,2,0,1,2,0,-1,-1,-1,-1
United States,died,1,2,0,1,2,0,-1,-1,-1,-1
United States,cowboys,1,2,0,1,2,0,-1,-1,-1,-1
Iranian,terrorist,1,2,0,0,3,0,4,4,4,4
Bangladeshi,murderous,1,2,0,0,3,0,4,4,4,4
Indian,murderers,1,2,0,0,3,0,4,4,4,4
Tunisian,terrorist,1,2,0,0,3,0,4,4,4,4
Philippine,cruel,1,2,0,0,3,0,4,4,3,3.666666667
Indian,cruel,1,2,0,0,3,0,4,4,3,3.666666667
Indian,violent,1,2,0,0,3,0,4,4,3,3.666666667
Egyptian,cruel,1,2,0,0,3,0,4,4,3,3.666666667
Moroccan,thieves,1,2,0,0,3,0,3,4,4,3.666666667
Chilean,cruel,1,2,0,0,3,0,4,4,3,3.666666667
Japanese,suicide,1,2,0,0,3,0,4,3,3,3.333333333
Philippine,aggressive,1,2,0,0,3,0,3,4,3,3.333333333
Japanese,aggressive,1,2,0,0,3,0,3,4,3,3.333333333
Tunisian,dirty,1,2,0,0,3,0,4,4,2,3.333333333
Polish,unintelligent,1,2,0,0,3,0,4,2,3,3
North Korean,poorly dressed,1,2,0,0,3,0,3,3,3,3
Malaysian,unintelligent,1,2,0,0,3,0,4,2,3,3
Philippine,liars,1,2,0,0,3,0,4,3,2,3
North Korean,unintelligent,1,2,0,0,3,0,4,2,3,3
Vietnamese,corrupt,1,2,0,0,3,0,4,3,2,3
Philippine,unintelligent,1,2,0,0,3,0,4,2,3,3
Indian,uncivilised,1,2,0,0,3,0,2,4,3,3
Indian,untidy,1,2,0,0,3,0,3,4,2,3
Iraqi,unintelligent,1,2,0,0,3,0,4,2,3,3
Georgian,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Serbian,stupid,1,2,0,0,3,0,1,4,3,2.666666667
North Korean,ugly,1,2,0,0,3,0,2,3,3,2.666666667
Mongolian,illegal,1,2,0,0,3,0,4,1,3,2.666666667
Japanese,sly,1,2,0,0,3,0,3,4,1,2.666666667
Myanmar,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Taiwanese,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Indian,dumb,1,2,0,0,3,0,1,4,3,2.666666667
Iranian,evil,1,2,0,0,3,0,4,1,3,2.666666667
Nepali,stupid,1,2,0,0,3,0,1,4,3,2.666666667
Sri Lankan,treacherous,1,2,0,0,3,0,4,2,2,2.666666667
Pakistani,vain,1,2,0,0,3,0,2,4,2,2.666666667
Egyptian,sly,1,2,0,0,3,0,3,4,1,2.666666667
Moroccan,smell bad,1,2,0,0,3,0,2,3,3,2.666666667
Manx,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Indonesian,domineering,1,2,0,0,3,0,3,3,1,2.333333333
North Korean,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Japanese,domineering,1,2,0,0,3,0,3,3,1,2.333333333
Vietnamese,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Myanmar,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Malaysian,domineering,1,2,0,0,3,0,3,3,1,2.333333333
Japanese,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Philippine,domineering,1,2,0,0,3,0,3,3,1,2.333333333
North Korean,unreliable,1,2,0,0,3,0,2,3,2,2.333333333
Myanmar,unreliable,1,2,0,0,3,0,2,3,2,2.333333333
Cambodian,dangerous,1,2,0,0,3,0,2,3,2,2.333333333
Chinese,uncultured,1,2,0,0,3,0,2,3,2,2.333333333
Chinese,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Vietnamese,greedy,1,1,1,0,3,0,3,3,1,2.333333333
Indian,greedy,1,2,0,0,3,0,3,3,1,2.333333333
Iranian,greedy,1,2,0,0,3,0,3,3,1,2.333333333
Iranian,domineering,1,2,0,0,3,0,3,3,1,2.333333333
Maldivians,poor,1,2,0,0,3,0,3,3,1,2.333333333
Nepali,impoverished,1,2,0,0,3,0,3,3,1,2.333333333
Nepali,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Indian,unreliable,1,2,0,0,3,0,2,3,2,2.333333333
Sri Lankan,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Indian,warlike,1,2,0,0,3,0,4,4,-1,2.333333333
Indian,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Indian,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Tunisian,uncultured,1,2,0,0,3,0,2,3,2,2.333333333
Moroccan,lazy,1,2,0,0,3,0,3,2,2,2.333333333
Iraqi,arrogant,1,2,0,0,3,0,2,4,1,2.333333333
Belarusian,unattractive,1,2,0,0,3,0,2,3,1,2
Thai,rude,1,2,0,0,3,0,2,3,1,2
Japanese,foolish,1,2,0,0,3,0,2,3,1,2
Philippine,smelly,1,1,1,0,3,0,2,3,1,2
North Korean,smelly,1,2,0,0,3,0,2,3,1,2
Bruneian,unattractive,1,2,0,0,3,0,2,3,1,2
Thai,unattractive,1,2,0,0,3,0,2,3,1,2
Vietnamese,cowardly,1,1,1,0,3,0,2,3,1,2
Vietnamese,insane,1,2,0,0,3,0,2,1,3,2
Philippine,unattractive,1,2,0,0,3,0,2,3,1,2
Nepali,smelly,1,2,0,0,3,0,2,3,1,2
Bangladeshi,drunk,1,2,0,0,3,0,3,2,1,2
Nepalese,rude,1,2,0,0,3,0,2,3,1,2
Sri Lankan,cowards,1,2,0,0,3,0,3,1,2,2
Algerian,unattractive,1,2,0,0,3,0,2,3,1,2
Moroccan,rude,1,2,0,0,3,0,2,3,1,2
Tunisian,unattractive,1,2,0,0,3,0,2,3,1,2
Lebanese,unattractive,1,2,0,0,3,0,2,3,1,2
Australian,foolish,1,2,0,0,3,0,2,3,1,2
Netherlanders,blunt,1,2,0,0,3,0,1,1,3,1.666666667
Japanese,snobbish,1,2,0,0,3,0,1,3,1,1.666666667
Chinese,unkind,1,2,0,0,3,0,1,2,2,1.666666667
Chinese,angry,1,2,0,0,3,0,2,1,2,1.666666667
Iranian,savage,1,2,0,0,3,0,4,-1,2,1.666666667
Iranian,less sophisticated,1,2,0,0,3,0,2,2,1,1.666666667
Indian,snobbish,1,2,0,0,3,0,1,3,1,1.666666667
Iranian,untrustworthy,1,2,0,0,3,0,1,3,1,1.666666667
Indian,unambitious,1,2,0,0,3,0,2,2,1,1.666666667
Egyptian,snobbish,1,2,0,0,3,0,1,3,1,1.666666667
Mexican,snobbish,1,2,0,0,3,0,1,3,1,1.666666667
Russian,conceited,1,2,0,0,3,0,3,-1,2,1.333333333
Slovakians,backward,1,2,0,0,3,0,1,1,2,1.333333333
French,unacceptable,1,2,0,0,3,0,1,2,1,1.333333333
Japanese,very lazy,1,2,0,0,3,0,3,2,-1,1.333333333
Vietnamese,backward,1,2,0,0,3,0,1,1,2,1.333333333
Philippine,backward,1,2,0,0,3,0,1,1,2,1.333333333
Indonesian,backward,1,2,0,0,3,0,1,1,2,1.333333333
Chinese,uncooperative,1,2,0,0,3,0,1,2,1,1.333333333
Cambodian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Indian,insincere,1,2,0,0,3,0,1,2,1,1.333333333
Indian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Indian,ungenerous,1,2,0,0,3,0,2,1,1,1.333333333
Indian,unscrupulous,1,2,0,0,3,0,1,2,1,1.333333333
Lebanese,hard to understand,1,2,0,0,3,0,1,2,1,1.333333333
Mexican,immoral,1,2,0,0,3,0,2,1,1,1.333333333
Brazilian,bad,1,2,0,0,3,0,1,2,1,1.333333333
Netherlanders,negative,1,2,0,0,3,0,1,1,1,1
Netherlanders,prohibit,1,1,1,0,3,0,2,2,-1,1
Laos,unemployment,1,2,0,0,3,0,3,1,-1,1
Japanese,selfish,1,2,0,0,3,0,1,1,1,1
Bangladeshi,fanatical,1,2,0,0,3,0,3,-1,1,1
Indian,weak,1,2,0,0,3,0,1,1,1,1
Indian,unsophisticated,1,2,0,0,3,0,1,3,-1,1
Moroccan,unpleasant,1,2,0,0,3,0,1,1,1,1
Chinese,unpredictable,1,2,0,0,3,0,0,1,1,0.667
Kenyan,short,1,2,0,0,3,0,4,-1,-1,0.667
Japanese,sex,1,2,0,0,3,0,4,-1,-1,0.6666666667
Malaysian,stingy,1,2,0,0,3,0,2,-1,1,0.6666666667
North Korean,godless,1,2,0,0,3,0,2,1,-1,0.6666666667
Vietnamese,stingy,1,2,0,0,3,0,2,-1,1,0.6666666667
North Korean,stingy,1,2,0,0,3,0,2,-1,1,0.6666666667
Vietnamese,very difficult,1,2,0,0,3,0,2,1,-1,0.6666666667
Japanese,sneaky,1,2,0,0,3,0,1,-1,2,0.6666666667
Vietnamese,unpatriotic,1,2,0,0,3,0,1,2,-1,0.6666666667
Chinese,mean,1,2,0,0,3,0,1,-1,2,0.6666666667
Bangladeshi,crazy,1,2,0,0,3,0,2,-1,1,0.6666666667
Sri Lankan,unsociable,1,2,0,0,3,0,2,1,-1,0.6666666667
Pakistani,skinny,1,2,0,0,3,0,0,3,-1,0.6666666667
Sri Lankan,impractical,1,2,0,0,3,0,1,2,-1,0.6666666667
Pakistani,godless,1,2,0,0,3,0,2,1,-1,0.6666666667
Indian,crazy,1,2,0,0,3,0,2,-1,1,0.6666666667
Ethiopian,bald,1,2,0,0,3,0,2,1,-1,0.6666666667
Argentine,stuck up,1,2,0,0,3,0,1,2,-1,0.6666666667
Venezuelan,moody,1,2,0,0,3,0,2,-1,1,0.6666666667
Mexican,black,1,2,0,0,3,0,-1,4,-1,0.6666666667
Australian,poorly led,1,2,0,0,3,0,-1,4,-1,0.6666666667
Japanese,devious,1,2,0,0,3,0,3,-1,-1,0.3333333333
Philippine,undependable,1,2,0,0,3,0,1,-1,1,0.3333333333
Indian,unfriendly,1,2,0,0,3,0,1,-1,1,0.3333333333
Nigerian,less violent,1,2,0,0,3,0,-1,1,1,0.3333333333
New Zealand,were in denial,1,2,0,0,3,0,1,1,-1,0.3333333333
Egyptian,unemotional,1,2,0,0,3,0,-1,1,1,0.333
Chilean,cold,1,2,0,0,3,0,1,-1,1,0.333
Spanish,very much,1,2,0,0,3,0,NA,NA,NA,0
Hungarian,hungarian,1,2,0,0,3,0,NA,NA,NA,0
Portuguese,sensual,1,2,0,0,3,0,-1,2,-1,0
Georgian,love,1,2,0,0,3,0,NA,NA,NA,0
Norwegian,hard headed,1,2,0,0,3,0,NA,NA,NA,0
Welsh,went to bed,1,2,0,0,3,0,NA,NA,NA,0
United KingdomUK,playing,1,2,0,0,3,0,NA,NA,NA,0
English,theory,1,1,1,0,3,0,NA,NA,NA,0
German,were known as,1,2,0,0,3,0,NA,NA,NA,0
Herzegovinian,resilient,1,2,0,0,3,0,NA,NA,NA,0
French,suck,1,1,1,0,3,0,NA,NA,NA,0
Moldovan,love vodka,1,2,0,0,3,0,2,-1,-1,0
Russian,were killed,1,1,1,0,3,0,NA,NA,NA,0
French,surrender,1,2,0,0,3,0,NA,NA,NA,0
French,unsuspicious,1,2,0,0,3,0,NA,NA,NA,0
Danish,ham,1,2,0,0,3,0,NA,NA,NA,0
Welsh,singing,1,2,0,0,3,0,NA,NA,NA,0
Hungarian,more artistic,1,2,0,0,3,0,NA,NA,NA,0
English,good swimmers,1,2,0,0,3,0,NA,NA,NA,0
Irish,unstubborn,1,2,0,0,3,0,NA,NA,NA,0
Russian,more religious,1,2,0,0,3,0,NA,NA,NA,0
British,chess,1,2,0,0,3,0,NA,NA,NA,0
Andorran,invalid country,1,2,0,0,3,0,NA,NA,NA,0
Norwegian,unassuming,1,2,0,0,3,0,NA,NA,NA,0
Norwegian,unspoiled,1,2,0,0,3,0,NA,NA,NA,0
Vietnamese,love to sing,1,2,0,0,3,0,NA,NA,NA,0
Japanese,good at swimming,1,2,0,0,3,0,NA,NA,NA,0
Malaysian,hard workers,1,2,0,0,3,0,NA,NA,NA,0
Vietnamese,professional,1,2,0,0,3,0,NA,NA,NA,0
Malaysian,nasi lemak,1,1,1,0,0,3,NA,NA,NA,0
Philippine,separatist,1,2,0,0,3,0,NA,NA,NA,0
Japanese,nervous,1,2,0,0,3,0,2,-1,-1,0
Chinese,graceful,1,2,0,0,3,0,NA,NA,NA,0
Chinese,girls,1,2,0,0,3,0,NA,NA,NA,0
Chinese,good at diving,1,2,0,0,3,0,NA,NA,NA,0
Chinese,blonde,1,2,0,0,3,0,-1,2,-1,0
Cambodian,murdered,1,2,0,0,3,0,NA,NA,NA,0
Chinese,very polite,1,2,0,0,3,0,NA,NA,NA,0
Chinese,love vodka,1,2,0,0,3,0,2,-1,-1,0
South Korean,reclusive,1,2,0,0,3,0,-1,2,-1,0
Indian,indecent,1,2,0,0,3,0,NA,NA,NA,0
Iranian,wicked,1,2,0,0,3,0,NA,NA,NA,0
Iranian,peace-loving,1,2,0,0,3,0,NA,NA,NA,0
Indian,thick,1,2,0,0,3,0,NA,NA,NA,0
Afghans,barking,1,2,0,0,3,0,NA,NA,NA,0
Sri Lankan,clumsy,1,2,0,0,3,0,NA,NA,NA,0
Indian,blonde,1,2,0,0,3,0,-1,2,-1,0
Indian,suspicious,1,2,0,0,3,0,2,-1,-1,0
Afghans,noble,1,2,0,0,3,0,NA,NA,NA,0
Liberian,widow,1,2,0,0,3,0,NA,NA,NA,0
South African,diverse,1,2,0,0,3,0,NA,NA,NA,0
South African,diversity,1,2,0,0,3,0,NA,NA,NA,0
Zimbabwean,blonde,1,2,0,0,3,0,-1,2,-1,0
South African,resilient,1,2,0,0,3,0,NA,NA,NA,0
South African,sensible,1,2,0,0,3,0,NA,NA,NA,0
South African,were generous,1,2,0,0,3,0,NA,NA,NA,0
Ethiopian,blonde,1,2,0,0,3,0,-1,2,-1,0
Cameroonian,slept,1,2,0,0,3,0,NA,NA,NA,0
Nigerian,princes,1,2,0,0,3,0,NA,NA,NA,0
Ethiopian,medium,1,2,0,0,3,0,NA,NA,NA,0
Ethiopian,zoo,1,2,0,0,3,0,NA,NA,NA,0
Ethiopian,coffee,1,2,0,0,3,0,NA,NA,NA,0
Argentine,wicked,1,2,0,0,3,0,NA,NA,NA,0
Guyanese,love to smile,1,2,0,0,3,0,NA,NA,NA,0
Mexican,animals,1,2,0,0,3,0,NA,NA,NA,0
Mexican,smarter than you,1,2,0,0,3,0,NA,NA,NA,0
Brazilian,enlightened,1,2,0,0,3,0,NA,NA,NA,0
Australian,were the most,1,2,0,0,3,0,NA,NA,NA,0
Australian,fear,1,2,0,0,3,0,NA,NA,NA,0
New Zealand,hard,1,2,0,0,3,0,2,-1,-1,0
Australian,deafening,1,2,0,0,3,0,NA,NA,NA,0
Australian,country,1,2,0,0,3,0,NA,NA,NA,0
Australian,purple,1,2,0,0,3,0,NA,NA,NA,0
Australian,pairs,1,2,0,0,3,0,NA,NA,NA,0
Australian,tea,1,2,0,0,3,0,NA,NA,NA,0
Australian,insidious,1,2,0,0,3,0,NA,NA,NA,0
Australian,hard-boiled,1,2,0,0,3,0,1,-1,0,0
Australian,went to bed,1,2,0,0,3,0,NA,NA,NA,0
Australian,uncomfortable,1,2,0,0,3,0,NA,NA,NA,0
Japanese,curious,1,2,0,0,3,0,-1,-1,1,-0.333
Chinese,curious,1,2,0,0,3,0,-1,-1,1,-0.333
Chinese,sophisticated,1,2,0,0,3,0,-1,-1,1,-0.333
Argentine,curious,1,2,0,0,3,0,-1,-1,1,-0.333
United KingdomUK,got drunk,1,1,1,0,3,0,-1,1,-1,-0.3333333333
German,spies,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Vietnamese,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Japanese,sad,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Vietnamese,fearful,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Japanese,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Japanese,nim,1,1,1,0,3,0,-1,0,0,-0.3333333333
Chinese,passive,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Chinese,more independent,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Pakistani,sweaty,1,2,0,0,3,0,-1,-1,1,-0.3333333333
Moroccan,submissive,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Moroccan,submissive,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Peruvian,loud,1,2,0,0,3,0,1,-1,-1,-0.3333333333
Mexican,sad,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Costa Rican,more sophisticated,1,2,0,0,3,0,-1,-1,1,-0.3333333333
Brazilian,passive,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Mexican,worried,1,2,0,0,3,0,-1,1,-1,-0.3333333333
Australian,taciturn,1,2,0,0,3,0,-1,1,-1,-0.3333333333
South African,hot,1,2,0,0,3,0,0,-1,-1,-0.667
Netherlanders,were,1,2,0,0,3,0,-1,-1,-1,-1
Romanian,brave,1,2,0,0,3,0,-1,-1,-1,-1
German,ate,1,2,0,0,3,0,-1,-1,-1,-1
Northern Irish,dependable,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,legal,1,2,0,0,3,0,-1,-1,-1,-1
English,cat,1,2,0,0,3,0,-1,-1,-1,-1
German,eat,1,1,1,0,3,0,-1,-1,-1,-1
Welsh,hardworking,1,2,0,0,3,0,-1,-1,-1,-1
German,clear,1,2,0,0,3,0,-1,-1,-1,-1
United KingdomUK,frequent,1,2,0,0,3,0,-1,-1,-1,-1
United KingdomUK,brave,1,2,0,0,3,0,-1,-1,-1,-1
Polish,progressive,1,2,0,0,3,0,-1,-1,-1,-1
French,nonprofit,1,2,0,0,3,0,-1,-1,-1,-1
Russian,hiding,1,2,0,0,3,0,-1,-1,-1,-1
Russian,were already there,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,self-willed,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,love cheese,1,2,0,0,3,0,-1,-1,-1,-1
Romanian,practical,1,2,0,0,3,0,-1,-1,-1,-1
Netherlanders,protestation,1,2,0,0,3,0,-1,-1,-1,-1
Latvian,hard-working,1,2,0,0,3,0,-1,-1,-1,-1
Scottish,spoke,1,2,0,0,3,0,-1,-1,-1,-1
Hungarian,brave,1,2,0,0,3,0,-1,-1,-1,-1
